City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,vilyuchinsk,52.9306,158.4028,286.3,97,100,0.45,RU,1722455690
367,gadzhiyevo,69.2551,33.3362,282.94,90,99,7.41,RU,1722455692
368,manay,7.215,126.5397,296.87,86,92,2.58,PH,1722455694
369,copiapo,-27.3667,-70.3333,295.06,39,100,3.29,CL,1722455509
370,sinop,41.7711,34.8709,288.47,96,27,1.17,TR,1722455697
371,palora,-1.7,-77.9333,302.21,58,87,1.37,EC,1722455699
372,pinheiro,-2.5214,-45.0825,305.51,46,32,2.13,BR,1722455700
373,driedorf,50.6333,8.1833,292.57,95,78,0.8,DE,1722455702
374,taranagar,28.6709,75.0351,308.07,51,100,6.04,IN,1722455706
375,puerto cortez,15.8333,-87.95,305.34,66,100,5.43,HN,1722455707
376,hafar al-batin,28.4328,45.9708,312.47,7,0,5.14,SA,1722455709
377,bontang,0.1333,117.5,299.85,81,5,0.55,ID,1722455710
378,alekseyevskoye,55.3071,50.1135,289.96,76,9,2.41,RU,1722455712
379,rongelap,11.1635,166.8941,301.22,79,73,6.87,MH,1722455713
380,kosong,38.3788,128.4676,303.42,91,0,3.67,KR,1722455715
381,griffith,41.5284,-87.4237,306.51,55,0,1.79,US,1722455717
382,onguday,50.75,86.15,286.9,92,0,1.21,RU,1722455718
383,kangding,30.0513,101.9603,286.06,83,0,3.28,CN,1722455720
384,inhambane,-23.865,35.3833,293.37,75,45,2.72,MZ,1722455721
385,vila velha,-20.3297,-40.2925,294.12,95,100,2.68,BR,1722455673
386,petropavlovsk-kamchatsky,53.0452,158.6483,285.48,100,100,1.0,RU,1722455725
387,juba,4.8517,31.5825,293.53,98,100,1.37,SS,1722455726
388,brookings,44.3114,-96.7984,303.77,78,20,5.66,US,1722455506
389,witu,-2.3889,40.4382,296.94,85,32,5.0,KE,1722455730
390,yeniseysk,58.4497,92.1703,287.17,95,8,1.67,RU,1722455731
391,port isabel,26.0734,-97.2086,307.2,65,0,7.2,US,1722455733
392,papao,-17.75,-149.55,296.97,65,36,7.79,PF,1722455734
393,inongo,-1.95,18.2667,298.14,53,29,2.2,CD,1722455736
394,codrington,-38.2667,141.9667,277.38,75,100,3.67,AU,1722455738
395,ballito,-29.539,31.2144,283.23,76,0,1.54,ZA,1722455739
396,malacacheta,-17.8422,-42.0767,294.29,57,98,2.66,BR,1722455741
397,cedeira,43.6797,-8.0209,292.58,48,8,3.02,ES,1722455743
398,ad darb,17.7229,42.2526,307.7,43,100,2.95,SA,1722455745
399,manzhouli,49.6,117.4333,288.44,92,8,3.68,CN,1722455746
400,moyo,3.6609,31.7247,291.25,98,99,0.78,UG,1722455748
401,katrineholm,58.9959,16.2072,290.84,59,69,3.49,SE,1722455749
402,sangareddi,17.6294,78.0917,297.42,89,100,8.03,IN,1722455751
403,yuzhno-kurilsk,44.0306,145.8556,288.08,95,0,0.55,RU,1722455753
404,umm kaddadah,13.6017,26.6876,301.45,60,100,8.75,SD,1722455755
405,palmer,42.1584,-72.3287,301.84,60,98,0.45,US,1722455756
406,katsuura,35.1333,140.3,297.42,88,98,4.55,JP,1722455758
407,yarmouth,41.7057,-70.2286,300.47,83,0,6.69,US,1722455597
408,gokwe,-18.2048,28.9349,289.15,23,0,2.95,ZW,1722455761
409,tokar,18.4254,37.729,305.83,50,97,7.06,SD,1722455763
410,cockburn town,21.4612,-71.1419,301.59,81,0,8.58,TC,1722455765
411,ribeira brava,32.65,-17.0667,297.5,80,10,2.95,PT,1722455766
412,kirensk,57.7853,108.1119,284.76,60,69,3.41,RU,1722455768
413,atmore,31.0238,-87.4939,308.09,61,96,1.7,US,1722455770
414,san salvador de jujuy,-24.1946,-65.2971,291.89,25,5,2.59,AR,1722455635
415,ancud,-41.8697,-73.8203,282.93,86,100,11.66,CL,1722455773
416,fort st. john,56.2499,-120.8529,287.09,77,75,8.75,CA,1722455565
417,ar ruseris,11.8659,34.3869,295.93,84,100,4.29,SD,1722455776
418,soroti,1.7146,33.6111,291.6,93,100,3.4,UG,1722455778
419,porto novo,6.4965,2.6036,298.05,87,99,3.75,BJ,1722455780
420,strezhevoy,60.7333,77.5889,286.68,92,47,1.32,RU,1722455781
421,radhanpur,23.8333,71.6,302.4,77,100,7.76,IN,1722455783
422,as sulayyil,20.4607,45.5779,310.29,13,100,6.04,SA,1722455784
423,rancho palos verdes,33.7445,-118.387,301.74,75,20,7.2,US,1722455719
424,mount isa,-20.7333,139.5,280.02,49,0,1.54,AU,1722455788
425,tinogasta,-28.0632,-67.5649,299.75,12,30,3.21,AR,1722455789
426,saint-joseph,-21.3667,55.6167,292.36,77,3,1.86,RE,1722455791
427,nizhneudinsk,54.9076,99.0276,288.64,94,100,1.99,RU,1722455792
428,hampton bays,40.869,-72.5176,301.23,71,100,5.36,US,1722455546
429,xilin hot,43.9667,116.0333,290.6,97,100,1.57,CN,1722455969
430,chibougamau,49.9168,-74.3659,295.94,83,75,0.0,CA,1722455970
431,thunder bay,48.4001,-89.3168,304.1,45,40,4.12,CA,1722455810
432,zhirnov,48.1709,41.1261,295.84,40,92,5.07,RU,1722455974
433,guasdualito,7.2424,-70.7324,304.15,66,100,2.57,VE,1722455976
434,uturoa,-16.7333,-151.4333,296.88,54,79,7.71,PF,1722455977
435,cukai,4.25,103.4167,297.12,90,69,2.36,MY,1722455978
436,novofedorivka,46.1713,32.3178,296.17,67,0,6.9,UA,1722455980
437,pisco,-13.7,-76.2167,291.18,77,0,4.12,PE,1722455981
438,portland,45.5234,-122.6762,301.77,61,0,1.34,US,1722455400
439,ola,59.5833,151.2833,284.49,81,100,3.72,RU,1722455984
440,taulaga,-11.0553,-171.0883,300.38,59,91,8.54,AS,1722455985
441,forster,-32.1667,152.5167,283.31,90,99,5.9,AU,1722455987
442,nagqu,31.5,92.0,276.49,52,100,1.17,CN,1722455988
443,sangmelima,2.9333,11.9833,294.18,87,76,1.12,CM,1722455989
444,minas de marcona,-15.2119,-75.1103,289.74,62,31,3.55,PE,1722455991
445,corinth,37.9407,22.9573,300.87,38,0,1.05,GR,1722455992
446,tela,15.7833,-87.45,305.12,70,40,3.09,HN,1722455993
447,preobrazheniye,42.9019,133.9064,293.62,99,100,0.63,RU,1722455995
448,angaur state,6.906,134.13,302.0,73,100,5.13,PW,1722455996
449,amga,60.8953,131.9608,283.54,77,99,1.43,RU,1722455997
450,abashiri,44.0213,144.2697,289.39,94,100,0.46,JP,1722455999
451,tanjung pandan,-2.75,107.65,298.23,92,64,2.54,ID,1722456000
452,ntungamo,-0.8833,29.65,293.58,68,74,1.02,UG,1722456003
453,sinabang,2.4803,96.3801,299.86,82,99,1.15,ID,1722456005
454,eyl,7.9803,49.8164,298.05,78,34,11.87,SO,1722456007
455,tinajo,29.0788,-13.7081,297.64,69,40,8.75,ES,1722456008
456,reno,39.5296,-119.8138,307.56,21,75,3.09,US,1722456009
457,pochinki,54.6988,44.8668,287.84,94,95,3.19,RU,1722456012
458,kargasok,59.0556,80.8572,286.76,88,4,1.39,RU,1722456013
459,pandan,14.0453,124.1694,299.58,84,100,2.25,PH,1722456014
460,hasaki,35.7333,140.8333,298.37,88,100,4.94,JP,1722456016
461,quelimane,-17.8786,36.8883,297.12,78,0,2.06,MZ,1722456017
462,siluko,6.5386,5.1609,296.17,97,55,1.38,NG,1722456018
463,bogande,12.9714,-0.1436,302.09,64,100,5.38,BF,1722456020
464,gohpur,26.8833,93.6333,300.04,92,58,0.93,IN,1722456021
465,tsiroanomandidy,-18.7667,46.0333,288.84,37,8,1.19,MG,1722456022
466,elliot lake,46.3834,-82.6331,303.85,36,26,3.27,CA,1722456024
467,swift current,50.2834,-107.8014,303.6,26,20,4.12,CA,1722456025
468,tebessa,35.4042,8.1242,304.75,11,0,3.6,DZ,1722456026
469,nguigmi,14.2495,13.1092,301.26,69,100,9.02,NE,1722456028
470,tidjikja,18.5564,-11.4271,308.6,25,15,4.69,MR,1722456029
471,lewistown,40.5992,-77.5714,306.68,55,0,3.6,US,1722456031
472,lashkar gah,31.5938,64.3716,306.9,16,22,3.47,AF,1722456032
473,kittila,67.6647,24.8936,289.23,88,100,1.54,FI,1722456033
474,mohr,54.3528,9.7167,291.23,74,4,3.09,DE,1722456035
475,mabaruma,8.2,-59.7833,302.6,67,99,2.53,GY,1722456036
476,moussoro,13.6408,16.4901,297.93,85,100,4.85,TD,1722456037
477,kimbe,-5.5502,150.1429,296.49,94,25,2.39,PG,1722456038
478,marsabit,2.3284,37.9899,293.52,46,99,7.23,KE,1722456040
479,arkhangel'sk,64.5401,40.5433,286.21,100,100,2.0,RU,1722456041
480,praia da vitoria,38.7333,-27.0667,298.57,65,20,4.85,PT,1722456042
481,balabac,7.9868,117.0645,300.12,77,93,0.71,PH,1722456044
482,vernon,50.2581,-119.2691,303.57,32,0,1.79,CA,1722456045
483,malvan,16.0667,73.4667,299.8,88,100,8.82,IN,1722456046
484,palapye,-22.546,27.1251,290.87,53,0,6.94,BW,1722456048
485,dudinka,69.4058,86.1778,289.02,62,7,2.3,RU,1722456049
486,susaki,33.3667,133.2833,299.19,78,8,1.74,JP,1722456016
487,warrnambool,-38.3833,142.4833,278.01,86,94,3.85,AU,1722456052
488,partur,19.6,76.2167,298.06,87,100,5.6,IN,1722456053
489,glenvale,-27.5648,151.9076,277.53,75,0,0.82,AU,1722456054
490,eraan,9.0629,117.7016,298.66,90,39,1.05,PH,1722456056
491,ezhva,61.8128,50.7283,287.03,100,20,2.0,RU,1722456058
492,tocopilla,-22.092,-70.1979,291.27,69,8,3.04,CL,1722456060
493,bamboo flat,11.7,92.7167,301.2,89,75,2.57,IN,1722456062
494,golaghat,26.5167,93.9667,299.7,92,54,2.79,IN,1722456065
495,sogndal,61.2283,7.1003,287.36,76,20,0.0,NO,1722456066
496,pinarhisar,41.6242,27.52,292.75,68,0,5.21,TR,1722456067
497,altai,46.3722,96.2583,284.24,79,73,2.46,MN,1722456069
498,howrah,22.5892,88.3103,301.15,94,100,2.06,IN,1722456070
499,santa elena de uairen,4.6167,-61.1333,298.35,61,36,5.04,VE,1722456071
500,tadine,-21.55,167.8833,292.87,77,100,4.83,NC,1722456073
501,ngereklmadel,7.4883,134.4856,301.69,77,93,5.14,PW,1722456074
502,cole harbour,44.6724,-63.4751,300.81,74,75,5.66,CA,1722456075
503,darwin,-12.4611,130.8418,296.14,78,40,1.54,AU,1722456077
504,dungarpur,23.8333,73.7167,300.85,79,100,4.97,IN,1722456078
505,carloforte,39.145,8.3058,299.94,59,0,4.19,IT,1722456079
506,pacific grove,36.6177,-121.9166,297.8,79,48,2.68,US,1722456081
507,mersa matruh,31.3525,27.2453,301.26,74,0,4.12,EG,1722456082
508,brokopondo,4.75,-55.1667,304.54,53,0,2.11,SR,1722456083
509,bartica,6.4,-58.6167,304.33,64,87,2.14,GY,1722456085
510,banisilan,7.4908,124.7242,294.9,94,100,0.84,PH,1722456086
511,krasnyy chikoy,50.3643,108.7512,292.62,67,100,0.95,RU,1722456087
512,dapaong,10.8639,0.205,299.08,77,100,2.55,TG,1722456089
513,neiafu,-18.65,-173.9833,295.53,73,40,3.09,TO,1722456090
514,juan griego,11.0817,-63.9655,305.22,62,1,5.14,VE,1722456092
515,tindouf,27.6711,-8.1474,316.4,9,40,1.54,DZ,1722456093
516,roccella ionica,38.322,16.4009,298.92,55,0,3.62,IT,1722456094
517,nuku'alofa,-21.1333,-175.2,294.34,83,75,2.06,TO,1722456096
518,north bend,43.4065,-124.2243,301.07,77,54,5.68,US,1722456097
519,las khorey,11.1595,48.1967,306.38,52,30,5.04,SO,1722456059
520,lata,40.1629,-8.3327,293.75,89,0,1.81,PT,1722456099
521,egilsstadir,65.2653,-14.3948,285.1,82,40,3.6,IS,1722456101
522,reuleuet,5.2167,96.2833,300.68,66,100,1.77,ID,1722456102
523,albertina,-22.2008,-46.6158,297.47,35,17,2.17,BR,1722456072
524,slave lake,55.2834,-114.769,293.14,73,100,2.57,CA,1722455980
525,mar del plata,-38.0023,-57.5575,286.22,86,0,6.71,AR,1722455986
526,margate,51.3813,1.3862,294.21,80,26,6.52,GB,1722456107
527,susanville,40.4163,-120.653,304.16,28,0,1.79,US,1722456110
528,rhinelander,45.6366,-89.4121,303.89,42,0,0.0,US,1722456111
529,laguna,38.421,-121.4238,307.64,42,0,2.57,US,1722456113
530,salym,60.0625,71.4789,289.0,82,85,1.98,RU,1722456114
531,kokpekty,48.75,82.4,292.87,46,0,3.14,KZ,1722456116
532,zaozersk,69.4005,32.4476,282.2,92,62,6.38,RU,1722456117
533,wodonga,-36.1167,146.8833,275.35,100,0,1.58,AU,1722456118
534,revelstoke,50.9832,-118.2023,297.16,64,75,3.09,CA,1722456120
535,mejit,10.2753,170.8646,301.23,78,17,5.97,MH,1722456121
536,solleftea,63.1667,17.2667,289.07,83,100,4.04,SE,1722456122
537,wagar,16.1525,36.2032,300.92,60,94,7.97,SD,1722456125
538,ruteng,-8.6136,120.4721,289.58,98,50,0.78,ID,1722456126
539,naze,28.3667,129.4833,298.66,82,79,2.74,JP,1722456127
540,sidi alouane,35.3751,10.939,301.79,57,0,1.5,TN,1722456129
541,biguacu,-27.4942,-48.6556,292.16,90,100,0.85,BR,1722456130
542,mankoeng,-23.9,29.8167,283.16,93,32,2.4,ZA,1722456131
543,saint-philippe,-21.3585,55.7679,292.92,78,3,1.73,RE,1722456132
544,zhalantun,48.0,122.7167,291.87,96,100,5.79,CN,1722456134
545,okhotsk,59.3833,143.3,283.9,94,100,2.12,RU,1722456135
546,turpan,42.9333,89.1667,308.18,21,100,0.52,CN,1722456136
547,hailar,49.2,119.7,291.21,79,95,4.72,CN,1722456138
548,abadeh,31.1608,52.6506,301.52,23,70,2.12,IR,1722456139
549,piti village,13.4626,144.6933,299.18,91,100,4.09,GU,1722456141
550,sierra grande,-41.606,-65.3557,286.17,36,100,6.66,AR,1722456142
551,sao gabriel da cachoeira,-0.1303,-67.0892,304.04,66,40,1.54,BR,1722456143
552,dondo,-19.6094,34.7431,295.88,88,3,2.01,MZ,1722456145
553,antofagasta,-23.65,-70.4,288.75,70,9,3.54,CL,1722455988
554,banda aceh,5.5577,95.3222,300.99,73,95,5.72,ID,1722456147
555,severo-yeniseyskiy,60.3725,93.0408,286.92,98,100,1.33,RU,1722456149
556,keflavik,64.0049,-22.5624,286.1,94,100,11.83,IS,1722456150
557,goroka,-6.0834,145.3873,288.62,99,100,0.91,PG,1722456151
558,argo,37.6333,22.7333,300.25,38,0,2.59,GR,1722456153
559,kulhudhuffushi,6.6221,73.07,300.79,82,100,4.94,MV,1722456154
560,pedro ii,-4.4247,-41.4586,305.96,19,1,3.6,BR,1722456155
561,verkhov'ye,52.8119,37.2425,287.5,93,66,4.79,RU,1722456157
562,chernyshevskiy,63.0128,112.4714,279.32,74,55,2.01,RU,1722456158
563,ust'-ilimsk,58.0006,102.6619,287.26,93,100,1.42,RU,1722456159
564,ishikawa,26.4233,127.8214,302.23,87,40,3.58,JP,1722456160
565,punta alta,-38.8759,-62.0736,287.55,55,100,3.58,AR,1722456030
566,oltinko'l,40.8011,72.1634,303.01,21,1,2.21,UZ,1722456163
567,cozumel,20.5083,-86.9458,306.19,62,40,5.14,MX,1722456164
568,rusk,31.796,-95.1502,307.33,55,0,3.6,US,1722456069
569,easley,34.8298,-82.6015,307.25,57,0,1.54,US,1722456115
570,tabasco,18.0,-92.6667,308.19,64,75,7.2,MX,1722456168
571,alice springs,-23.7,133.8833,271.9,64,0,2.57,AU,1722456170
572,isangel,-19.55,169.2667,295.0,84,100,2.89,VU,1722456171
573,tshabong,-26.05,22.45,286.38,23,16,4.54,BW,1722456172
574,napili-honokowai,20.9708,-156.6705,301.12,73,54,5.48,US,1722456174
575,burang,30.25,81.1667,285.18,78,92,1.74,CN,1722456175
576,caconda,-13.7333,15.0667,290.61,38,4,1.91,AO,1722456176
577,morant bay,17.8815,-76.4093,305.94,69,48,6.05,JM,1722456178
578,mahmutlar,36.949,36.1923,300.05,85,21,0.88,TR,1722456179
579,jining,35.405,116.5814,300.18,89,100,3.49,CN,1722456180
580,ambon,-3.6954,128.1814,299.75,95,40,1.54,ID,1722456182
581,fortaleza,-3.7227,-38.5247,302.63,84,20,6.69,BR,1722456042
582,dubreka,9.7911,-13.5233,300.19,91,40,1.9,GN,1722456184
583,belel,7.05,14.4333,289.66,99,100,1.85,CM,1722456186
584,bangkalan,-7.0455,112.7351,300.12,87,9,2.38,ID,1722456187
585,novosmolinskiy,56.2841,43.0507,288.86,97,100,2.5,RU,1722456188
586,aripuana,-9.1667,-60.6333,310.1,19,1,1.68,BR,1722456190
587,isyangulovo,52.1909,52.1909,292.96,51,100,2.76,RU,1722456191
588,zima,53.9202,102.0442,289.54,97,100,1.59,RU,1722456192
589,khanty-mansiysk,61.0042,69.0019,290.21,94,0,2.0,RU,1722456194
590,new norfolk,-42.7826,147.0587,278.1,98,19,1.1,AU,1722456197
